sequence, count
if i were you, 4
happy to report that, 4
i ca n't find, 4
are you all doing, 4
you sure you 're, 4
what do you say, 4
right here at the, 4
's got ta be, 4
n't you gon na, 4
ca n't you see, 4
do n't have the, 4
i 've got the, 4
i still ca n't, 4
gala is the best, 4
what 's gon na, 4
's going to be, 4
who are you talking, 4
i think we can, 4
if it were n't, 4
it 's all i, 4
i was trying to, 4
and you 'll be, 4
i knew you could, 4
for a pony who, 4
so what are we, 4
n't you think you, 4
we 're almost there, 4
are you gon na, 4
i 've got it, 4
i 'll take that, 4
but there 's no, 4
i told you that, 4
are n't you gon, 4
one of the best, 4
now quiet now it, 4
you so much for, 4
tail on the pony, 4
who 's a good, 4
in all my life, 4
i do n't like, 4
she 's just a, 4
oh the grand galloping, 4
the rest of the, 4
what you 're doing, 4
it 'll be a, 4
quiet now it 's, 4
i think we 're, 4
'm gon na get, 4
and you know what, 4
it 's the perfect, 4
father before him and, 4
oh i 'm so, 4
get our cutie marks, 4
you just have to, 4
i have an idea, 4
i 'll take one, 4
nothing to be afraid, 4
n't have time to, 4
is n't this exciting, 4
n't have much time, 4
by the end of, 4
i mean she 's, 4
about you do the, 4
get this over with, 4
we 're going to, 4
friend a pony could, 4
're gon na get, 4
i gon na do, 4
to go to the, 4
i think i 'll, 4
do n't want any, 4
've got to listen, 4
hundred and fifty wing, 4
i think i 'm, 4
i ca n't go, 4
runs in the family, 4
to take care of, 4
before the princess arrives, 4
earn our cutie marks, 4
i 'm sure you, 4
galloping gala is the, 4
trying to tell you, 4
got a real problem, 4
when i was a, 4
where are you going, 4
's a good boy, 4
's a lot of, 4
n't you say so, 4
do n't have much, 4
gon na help me, 4
i 've learned that, 4
gummy 's after-birthday party, 4
get away with this, 4
n't want you to, 4
'll be able to, 4
in " this afternoon, 4
to see you again, 4
we 're in the, 4
to warn me about, 4
can you believe it, 4
do n't know who, 4
've got a real, 4
never stop the journey, 4
to be my pet, 4
pinkie pie are you, 4
need to talk to, 4
you have to do, 4
to get my hooves, 4
to get to the, 4
we 've got a, 4
got a lot of, 4
i 'm sorry but, 4
if we ca n't, 4
a lot of work, 4
i mean you 're, 4
got ta shaaare you, 4
you wo n't believe, 4
we gon na do, 4
do n't tell me, 4
and i 'm very, 4
to make up for, 4
do n't like it, 4
do n't you see, 4
i do n't see, 4
n't want me to, 4
hop skip and jump, 4
you back at the, 3
you 're up for, 3
a big tasty stew, 3
i think it 's, 3
do we do now, 3
i wish i could, 3
'm afraid i have, 3
we could n't fit, 3
n't be the same, 3
still do n't have, 3
are you laughing at, 3
why would n't i, 3
did n't want to, 3
we are here to, 3
in the place that, 3
what you wan na, 3
i dare you to, 3
it is my great, 3
i 've got you, 3
letter to the princess, 3
no you do n't, 3
to be proud of, 3
my heart and hope, 3
it looks like we, 3
's applejack it 's, 3
could replace that saggy, 3
i just wan na, 3
's a right thing, 3
this ca n't be, 3
is only the most, 3
get my hooves on, 3
the zap apples are, 3
little pony my little, 3
i really like her, 3
up the good work, 3
whatever it is that, 3
things on my own, 3
you just ca n't, 3
seen anything like it, 3
i think i can, 3
player is used by, 3
stop the journey not, 3
that 's what we, 3
do n't listen to, 3
in front of me, 3
i ca n't handle, 3
journey not until we, 3
we just wanted to, 3
are my number one, 3
write to princess celestia, 3
let 's get back, 3
ca n't believe that, 3
give me that book, 3
just have to be, 3
do n't understand how, 3
do n't want me, 3
pony in all of, 3
video and audio quality, 3
a quest to find, 3
love to see you, 3
tons of fun a, 3
but i 've got, 3
foal free press is, 3
how could you not, 3
come on apple bloom, 3
you all doing here, 3
stick a cupcake in, 3
caaare it 's a, 3
i 'm glad we, 3
's no way i, 3
's why i 'm, 3
class to get a, 3
the last thing i, 3
if i could just, 3
do this on my, 3
has nothing to do, 3
come on let 's, 3
have to wait for, 3
you stomp your whole, 3
feat and magic makes, 3
do this the hard, 3
rainbow dash you and, 3
you 're not gon, 3
i was just a, 3
with 10.0 wing power, 3
've got ta get, 3
you wo n't get, 3
be ready for a, 3
no it wo n't, 3
excuse me i 've, 3
i only had one, 3
i can think of, 3
do n't need to, 3
you know there 's, 3
i thought i was, 3
all of a sudden, 3
fly stick a cupcake, 3
what are you talking, 3
do n't leave me, 3
'd love to but, 3
tickets to the grand, 3
not until we have, 3
so lovely to see, 3
get me started on, 3
what 's your name, 3
she 's not a, 3
used by millions of, 3
a little bit dirty, 3
's a good idea, 3
it 's an easy, 3
but i 'm afraid, 3
and clean up the, 3
there 's no time, 3
it 's not so, 3
thank you enough for, 3
dungeon in the place, 3
i ca n't even, 3
oh for pete 's, 3
n't love me anymore, 3
when somepony tries to, 3
of people around the, 3
i 'm so excited, 3
cake and ice cream, 3
i know i 've, 3
it would n't be, 3
the best friend a, 3
that supposed to mean, 3
now get out there, 3
of course you can, 3
all you have to, 3
you do n't even, 3
the best young flyer, 3
a good idea to, 3
at the grand gala, 3
you are my number, 3
if we 're gon, 3
n't have to do, 3
and strong sharing kindness, 3
i thought i had, 3
we still do n't, 3
but that 's just, 3
do n't you use, 3
pinkie pie you are, 3
're supposed to be, 3
there is more to, 3
to be able to, 3
mi amore cadenza and, 3
gon na be the, 3
throw me in a, 3
for pete 's sake, 3
i am not taking, 3
does n't need to, 3
get the best of, 3
well i did n't, 3
that you do n't, 3
our cutie marks we, 3
block show them that, 3
you promise not to, 3
you gon na do, 3
you do n't think, 3
i think i know, 3
download gom player to, 3
but do n't you, 3
is gon na help, 3
that i ca n't, 3
've tried everything i, 3
gon na make it, 3
on the magic of, 3
it 's not a, 3
replace that saggy old, 3
it 's applejack it, 3
you wan na hang, 3
tries to block show, 3
the rest of my, 3
here at the gala, 3
but you have to, 3
for the summer sun, 3
what do you wan, 3
'll be out of, 3
parade in honor of, 3
have to do it, 3
pie are you sure, 3
n't got all day, 3
something 's gon na, 3
i have n't seen, 3
of fun a beautiful, 3
'll never be able, 3
oh thank you twilight, 3
can i help you, 3
easy feat and magic, 3
tried everything i know, 3
there 's there 's, 3
gim me a break, 3
end of the day, 3
i challenge you to, 3
care what you say, 3
all i ever dreamed, 3
have a cutie mark, 3
heart faithful and strong, 3
think i 'm gon, 3
fun a beautiful heart, 3
heart and hope to, 3
did you hear that, 3
clap your hooves and, 3
sunshine sunshine ladybugs awake, 3
we need all the, 3
've been trying to, 3
we ca n't get, 3
tell me all about, 3
a right thing to, 3
will cheer you up, 3
i ca n't thank, 3
please do n't be, 3
i am happy to, 3
what is that thing, 3
there 's no such, 3
stomp your whole self, 3
do n't even like, 3
i guess it 's, 3
let me show you, 3
in front of the, 3
help we can get, 3
big adventure tons of, 3
wan na hang out, 3
that 's why we, 3
show them that you, 3
do you have any, 3
we 'll have to, 3
them that you rock, 3
for a thousand years, 3
have you seen her, 3
ca n't thank you, 3
" when somepony tries, 3
cross my heart and, 3
and do a little, 3
that 's just it, 3
i 've ever been, 3
around the world find, 3
tried to tell you, 3
somepony tries to block, 3
keep up the good, 3
a little bit of, 3
i simply can not, 3
i 'm sure i, 3
've got ta go, 3
reach your right hoof, 3
and i want to, 3
n't believe we 're, 3
i tried to tell, 3
some sort of infestation, 3
friend of rainbow dash, 3
is no need to, 3
the most amazing pony, 3
you have to help, 3
n't care what you, 3
when they do n't, 3
i 'll be back, 3
lovely to see you, 3
beautiful heart faithful and, 3
i 'll let you, 3
i 'm sure the, 3
valuable lesson about friendship, 3
they do n't wan, 3
are and we will, 3
tell her what you, 3
find a way to, 3
you know what this, 3
you have to listen, 3
all in good fun, 3
i 'm scared of, 3
" i am happy, 3
a beautiful heart faithful, 3
n't worry about it, 3
i could think of, 3
in the first place, 3
you but i 'm, 3
but it is n't, 3
my eye on you, 3
i still do n't, 3
we may have given, 3
pinkie pie you 're, 3
the longest day of, 3
i 'm afraid i, 3
how can i help, 3
how can there be, 3
one of the most, 3
because i do n't, 3
hope to fly stick, 3
do you know how, 3
snap out of it, 3
not gon na let, 3
that i as a, 3
elements back where you, 3
better than last year, 3
i 'm awful sorry, 3
we just need to, 3
there is no need, 3
a cup of flour, 3
it 's up to, 3
the highest video and, 3
earn my cutie mark, 3
afraid i have to, 3
ta caaare it 's, 3
before him and his, 3
big mac and miss, 3
'm so sorry to, 3
and i only have, 3
we ca n't just, 3
to get out of, 3
learned anything about friendship, 3
's quite all right, 3
people around the world, 3
that does n't mean, 3
player to experience the, 3
is n't that right, 3
if you say so, 3
gon na be late, 3
you wan na do, 3
what if she exploded, 3
i do n't mind, 3
and magic makes it, 3
now this is a, 3
pony my little pony, 3
you 're not going, 3
applejack and rainbow dash, 3
'daring do and the, 3
if you had n't, 3
i would love to, 3
that 's gon na, 3
if you 'd just, 3
for the apple family, 3
me i 've got, 3
you do n't like, 3
we 're supposed to, 3
go to the gala, 3
twilight you 've got, 3
i as a good, 3
how could i 've, 3
just a bunch of, 3
i know you 'll, 3
of princess mi amore, 3
i 'll save you, 3
mac and miss cheerilee, 3
would n't show up, 3
that was n't the, 3
you are so random, 3
are we glad to, 3
it 's all over, 3
are gathered here today, 3
to block show them, 3
magic makes it all, 3
my little pony my, 3
we are and we, 3
i 'm ready to, 3
do n't want you, 3
'd love to see, 3
zap apples are comin', 3
've never seen a, 3
we will never stop, 3
do n't think you, 3
longest day of the, 3
and it 's all, 3
to fly stick a, 3
you think you can, 3
glad to see you, 3
your friends to help, 3
to have to wait, 3
is used by millions, 3
n't mind if i, 3
miss cheerilee and big, 3
to experience the highest, 3
lay your sleepy head, 3
not sure i can, 3
a cup o' sour, 3
this is the first, 3
find the elements back, 3
n't thank you enough, 3
i 'll show you, 3
you 're a dragon, 3
you have to be, 3
adventure tons of fun, 3
do n't even care, 3
best friend a pony, 3
as fast as we, 3
parties and they do, 3
the elements back where, 3
it 's not the, 3
i 'm on it, 3
if you 're gon, 3
for your cutie mark, 3
's not what i, 3
rainbow dash i just, 3
of the summer sun, 3
know what that means, 3
i do have a, 3
i would n't have, 3
it 's not that, 3
time for plan b., 3
why she 's the, 3
pie you are so, 3
just do n't know, 3
i 've just been, 3
i were you i, 3
gom player to experience, 3
do you have to, 3
until we have our, 3
very first nightmare night, 3
makes it all complete, 3
we glad to see, 3
that 's just what, 3
captain of the royal, 3
i 've been trying, 3
the art of the, 3
they 're gon na, 3
n't want to be, 3
let 's do it, 3
eight hundred wing power, 3
is going to be, 3
they 're in the, 3
i 've got something, 3
in the name of, 3
an old pony tale, 3
do i have to, 3
i bet you 'll, 3
what 's wrong with, 3
how am i supposed, 3
by millions of people, 3
gathered here today to, 3
's all i ever, 3
if i ca n't, 3
i 've missed you, 3
's nothing to be, 3
let 's hear it, 3
on a quest to, 3
no way no how, 3
how 'd it go, 3
no need to panic, 3
each other 's eyes, 3
and i know you, 3
i just have to, 3
applejack it 's rainbow, 3
thank goodness you 're, 3
you tilt your head, 3
have a very important, 3
right thing to do, 3
we want you to, 3
why are you doing, 3
you not tell me, 3
all right my little, 3
oh i do n't, 3
i ca n't get, 3
know just what you, 3
now i know that, 3
the fate of equestria, 3
look like i 'm, 3
do you think it, 3
the year before that, 3
no she 's not, 3
i have to do, 3
am happy to report, 3
what are you laughing, 3
of the royal guard, 3
but what about the, 3
world find out why, 3
but i 'm the, 3
got ta caaare it, 3
able to do it, 3
if it 's the, 3
my very first nightmare, 3
of the elements of, 3
's an easy feat, 3
never fear your friendly, 3
i 'm so happy, 3
such a good idea, 3
i think you should, 3
always there to help, 3
so kind as to, 3
you 're a genius, 3
i did n't want, 3
're just gon na, 3
this the hard way, 3
and i 'm here, 3
going to love it, 3
water up to cloudsdale, 3
's gon na fall, 3
n't even know it, 3
have to help me, 3
in the right place, 3
so proud of you, 3
mark crusaders on a, 3
be so kind as, 3
you wan na talk, 3
and this is my, 3
you do n't look, 3
i could n't help, 3
at the finish line, 3
we are gathered here, 3
i photo finish have, 3
and i am not, 3
never be able to, 3
need all the help, 3
as soon as we, 3
's what i said, 3
they do n't like, 3
's all in good, 3
does n't want to, 3
the world find out, 3
him and his father, 3
she will bring about, 3
what happened to you, 3
and we will never, 3
i 'm sorry rainbow, 3
at sweet apple acres, 3
have to listen to, 3
in the world is, 3
i ca n't possibly, 3
'm not sure i, 3
gon na let you, 3
na be late for, 3
we have our cutie, 3
you reach your right, 3
kindness it 's an, 3
highest video and audio, 3
do you want to, 3
is going to have, 3
's exactly what i, 3
i 've lost a, 3
one two three four, 3
do n't know why, 3
we 're never gon, 3
you could make it, 3
cheerilee and big mac, 3
the finish line with, 3
can there be two, 3
i knew it was, 3
millions of people around, 3
have the best night, 3
will never stop the, 3
her what you 've, 3
there must be a, 3
faithful and strong sharing, 3
oh i ca n't, 3
i can do it, 3
would n't wan na, 3
oh i am so, 3
it 's my fault, 3
you wo n't be, 3
do a little shake, 3
'm gon na need, 3
this on my own, 3
all the help we, 3
at froggy bottom bog, 3
a cupcake in my, 3
's gon na happen, 3
the journey not until, 3
that 's a good, 3
are n't gon na, 3
you enough for this, 3
a dungeon in the, 3
be able to make, 3
you look like you, 3
to do this the, 3
what are you two, 3
there to help anypony, 3
and here 's where, 3
i 'll never be, 3
to listen to me, 3
a pony could ever, 3
that does n't sound, 3
we think you 're, 3
do n't you worry, 3
did n't mean to, 3
we 're sorry we, 3
i 'll take a, 3
i just want to, 3
i did n't think, 3
n't look so good, 3
wan na be my, 3
you 're such a, 3
finish line with me, 3
put you in trances, 3
i 'm just glad, 3
is one of the, 3
the help we can, 3
have to do that, 3
n't know if i, 3
she 's going to, 3
and i 'm sure, 3
i used to be, 3
crusaders on a quest, 3
could i 've forgotten, 3
i am going to, 3
and do n't worry, 3
no way i 'm, 3
're going to have, 3
n't be such a, 3
really like her mane, 3
do you really think, 3
experience the highest video, 3
's not a tree, 3
play with her first, 3
my friends and i, 3
hearth 's warming eve, 3
would n't i be, 3
your hooves and do, 3
looking for rainbow dash, 3
of the great and, 3
now let 's go, 3
you 're right twilight, 3
and they do n't, 3
're supposed to do, 3
i 'm just as, 3
me in a dungeon, 3
'm sorry rainbow dash, 3
the best of friends, 3
be a dear and, 3
you want to look, 3
i 'm sorry twilight, 3
and hope to fly, 3
too big for you, 3
but this is the, 3
what are you gon, 3
's no such thing, 3
know what we 're, 3
i 'm sure they, 3
you i would n't, 3
a hole in the, 3
n't ask you to, 3
's the last thing, 3
in a dungeon in, 3
you can handle it, 3
were you i would, 3
did n't wan na, 3
and that 's when, 3
've got to find, 3
cutie mark crusaders on, 3
you 'll get the, 3
're never gon na, 3
gon na be a, 3
quest to find out, 3
an easy feat and, 3
's what i 've, 3
sharing kindness it 's, 3
do n't look so, 3
the only way to, 3
strong sharing kindness it, 3
last thing i do, 3
i 've been waiting, 3
at the gala all, 3
hooves and do a, 3
did you see her, 3
gom player is used, 3
it 's a right, 3
but they still got, 2
pride aside and allow, 2
future must be awful, 2
one at a time, 2
if they get inside, 2
to wield the elements, 2
do i got ta, 2
today we are here, 2
're just so cute, 2
a good friend could, 2
an old ponies ', 2
of a chicken and, 2
will be able to, 2
sweet apple acres without, 2
glad you could make, 2
never met a griffon, 2
you have to say, 2
all i have to, 2
figure out what we, 2
the nightmare night festival, 2
twitch then eye flutter, 2
so revoltingly is allowed, 2
end then you 're, 2
but you 're also, 2
then i said ", 2
look deep in her, 2
plus i have ponyville, 2
have to figure out, 2
n't just caused you, 2
n't believe what i, 2
cans of paint and, 2
i got my work, 2
just what i was, 2
and i could n't, 2
direction on corrallin' critters, 2
what if she 's, 2
we gon na find, 2
that 's how many, 2
a regular old unicorn, 2
pony of ponyville award, 2
pickle barrel pickle barrel, 2
be as sophisticated as, 2
was acting a bit, 2
've got to get, 2
on the other hoof, 2
a threat has been, 2
winter with your magic, 2
do n't be nervous, 2
make sure that everything, 2
eat the apple family, 2
that pony is stubborn, 2
you look deep in, 2
you 're from the, 2
i guess i 'll, 2
'll be a total, 2
what your cover is, 2
important message for you, 2
really right and you, 2
i have to start, 2
we just get on, 2
have they got parasprites, 2
'm sewing them together, 2
wan na do it, 2
time for fooling around, 2
it 's applebuck season, 2
completely respect the apple, 2
n't been casting spells, 2
sorry rainbow dash i, 2
to the elements of, 2
with your friends as, 2
can do this on, 2
'm supposed to send, 2
not since the stampede, 2
get to run sugarcube, 2
good friend could help, 2
i 'm just a, 2
applejack makes everything great, 2
well do n't you, 2
your applecart but you, 2
they will be with, 2
" " the stars, 2
knows everything about animals, 2
and listen to your, 2
of the best bakers, 2
those outfits are gorgeous, 2
sorry we did n't, 2
the new baby bunnies, 2
piece snip by snip, 2
these others came from, 2
told me it was, 2
count on to help, 2
get on with it, 2
oh my what a, 2
i did n't get, 2
just get on with, 2
next time you 're, 2
did you i mean, 2
what 's happening to, 2
mean just look at, 2
then what will she, 2
here saw one of, 2
place to be spotless, 2
do n't be mad, 2
and there 's just, 2
you got ta make, 2
else needs your help, 2
she 'll gobble you, 2
na be dancing and, 2
magic to heal me, 2
pickle barrel kumquat pickle, 2
revoltingly is allowed in, 2
have no idea where, 2
tuesday morning but that, 2
to have such a, 2
're gon na make, 2
in the best young, 2
i think that 's, 2
some of the baked, 2
to lose a friend, 2
i 'm the main, 2
me and then throw, 2
she crashed onto my, 2
you supposed to pack, 2
at the gala at, 2
lots of new baby, 2
pony to help me, 2
to get a count, 2
a companion for spike, 2
nightmare moon 's return, 2
applecart but you need, 2
you would n't know, 2
n't think i can, 2
applejack one of the, 2
touch the royal tongue, 2
all over ponyville in, 2
'm sure to get, 2
it has to be, 2
you knew what those, 2
you think they 're, 2
'm glad we 're, 2
're in the middle, 2
ability of the great, 2
banish me and then, 2
my parties and they, 2
to be a surprise, 2
i 'm just fine, 2
i do not think, 2
to check on the, 2
then knee twitch then, 2
was just about to, 2
i think the princess, 2
us are scared of, 2
very important message for, 2
did n't see you, 2
our cutie marks for, 2
pony who can fly, 2
're a great friend, 2
that 's a great, 2
the answer is still, 2
of friends and the, 2
i knew she would, 2
i 'm glad you, 2
be our number one, 2
is on the other, 2
escape and she will, 2
supposed to be for, 2
the curtains mysteriously closed, 2
i think she 's, 2
and asking politely and, 2
i closed my eyes, 2
pony plus hundreds o', 2
's beautiful she 's, 2
what does it look, 2
using her magic to, 2
you want to do, 2
think i 'll just, 2
questions i have something, 2
that 's exactly what, 2
vanquish an ursa major, 2
next till our cutie, 2
are in ponyville you, 2
know how much you, 2
oh thank you so, 2
you are my hero, 2
i 'm going down, 2
you 'll get your, 2
's all there is, 2
will you forget about, 2
it 's all yours, 2
these flowers are for, 2
i 'm not better, 2
who 's gon na, 2
as good with kids, 2
what 's the cure, 2
it 's not going, 2
flop then knee twitch, 2
it 's not gon, 2
uh why do n't, 2
's time to lay, 2
me it 's already, 2
imperative that the princess, 2
think this is the, 2
apple family calls harvestin', 2
dash i just ca, 2
he 's completely out, 2
shine all over equestria, 2
something would fall and, 2
that important to you, 2
the day after tomorrow, 2
now what 's this, 2
stand up for yourself, 2
this " fun ", 2
be here in a, 2
that 's how you, 2
'm sure she can, 2
learning so much from, 2
'm in the air, 2
again as well as, 2
n't you learned anything, 2
what you need is, 2
've met when i, 2
dash dropped in to, 2
twists and turns twists, 2
everyone else we need, 2
you to join us, 2
it all the way, 2
time to keep rounding, 2
let 'em fly away, 2
i better get kickin', 2
that 's not important, 2
do n't let 'em, 2
well it is a, 2
gotten my cutie mark, 2
your very special somepony, 2
a parasprite before my, 2
we ca n't overcome, 2
you know how many, 2
're always there to, 2
has to play or, 2
pinkie i 'm a, 2
to admit it to, 2
i think i left, 2
that 's just the, 2
heard of a pony, 2
parasprite before my eyes, 2
next tuesday morning but, 2
i was so frantic, 2
happens to daring do, 2
zap apple jam with, 2
that 's quite neighborly, 2
oh my goodness oh, 2
staying at canterlot castle, 2
n't you just say, 2
epic pony war in, 2
what do you have, 2
first prize and make, 2
prized pony to help, 2
cutie mark is so, 2
oh please please please, 2
thank you applejack for, 2
applejack 's slick moves, 2
to model for me, 2
gon na get my, 2
we 're your friends, 2
applejack was just just, 2
that applebucking sure made, 2
none of this would, 2
they 're just so, 2
get it off me, 2
ponyville award to our, 2
what i 'm gon, 2
're so glad you, 2
thousandth year " ", 2
i 'm not talking, 2
met when i first, 2
critters straight at ya, 2
but mooriella here saw, 2
now we 're ready, 2
the little critters straight, 2
all for helping me, 2
to enter the next, 2
before i have to, 2
that mare do well, 2
you ca n't be, 2
try and steer clear, 2
what is going on, 2
does this machine do, 2
let me handle this, 2
your friendly neighborhood rainbow, 2
're doing and help, 2
and then i said, 2
said you wanted to, 2
your whole self in, 2
's imperative that the, 2
when i first came, 2
of course i do, 2
much bigger problems than, 2
are you adorable but, 2
stashed all over ponyville, 2
harmony once again and, 2
also helping me this, 2
gon na eat the, 2
the only thing i, 2
rainbow dash we 're, 2
for saving us from, 2
the time is really, 2
think i should wear, 2
remember these flowers are, 2
in the weather patrol, 2
