sequence, count
that i 'm, 8
swirl the bearded, 8
this is so, 8
is that a, 8
you do the, 8
back to the, 8
take care of, 8
the best of, 8
if i do, 8
is n't this, 8
and mrs. cake, 8
have no idea, 8
so you 're, 8
go to the, 8
it would be, 8
a very special, 8
got ta be, 8
i 'm trying, 8
to be the, 8
i want you, 8
i can see, 8
listen to me, 8
i am so, 8
this is gon, 8
here at the, 8
we 'll do, 8
n't know how, 8
oh my gosh, 8
'd like to, 8
marzipan mascarpone meringue, 8
a bunch of, 8
you 're here, 8
no time for, 8
n't want to, 8
do the pony, 8
i 'll get, 8
and it is, 8
still do n't, 8
was gon na, 8
is the most, 8
you know how, 8
into the gala, 8
do you have, 8
but we 're, 8
come on twilight, 8
we 'll just, 8
'm trying to, 8
foal free press, 8
an ursa major, 8
i got my, 8
running of the, 8
du n no, 8
looks like we, 8
know what to, 8
so we can, 8
to find out, 8
here you go, 8
and you 're, 8
need to be, 8
how dare you, 8
all the time, 8
that 's okay, 8
welcome to the, 8
the pony pokey, 8
but i ca, 8
in the moon, 8
n't think i, 8
know what i, 8
all of ponyville, 8
up to the, 8
how could you, 8
if you 'll, 8
you 'll get, 8
the most important, 8
and do n't, 8
would n't be, 8
you 're up, 7
you say so, 7
this is your, 7
all the way, 7
i could just, 7
excuse me i, 7
i knew you, 7
'm here to, 7
never gon na, 7
i thought you, 7
to help you, 7
i 'll go, 7
i said i, 7
are supposed to, 7
i just did, 7
out there and, 7
did n't want, 7
's no way, 7
he 's a, 7
now that 's, 7
and i have, 7
it to the, 7
you 'll excuse, 7
to find a, 7
i just wanted, 7
well well well, 7
a good idea, 7
i 'm glad, 7
i have no, 7
what am i, 7
've ever seen, 7
can i help, 7
to do is, 7
that 's my, 7
you will be, 7
you do that, 7
we 're sorry, 7
told you that, 7
n't think so, 7
think you can, 7
to show you, 7
n't gon na, 7
's pinkie pie, 7
would n't have, 7
n't have any, 7
she 's gon, 7
as soon as, 7
you 're in, 7
if i could, 7
no it 's, 7
but i 've, 7
maybe you should, 7
let me help, 7
come up with, 7
no matter what, 7
rainbow dash and, 7
have you seen, 7
the summer sun, 7
how are you, 7
i 've tried, 7
it does n't, 7
so i can, 7
is n't a, 7
're in the, 7
did n't mean, 7
i think the, 7
student twilight sparkle, 7
found her i, 7
i 'll make, 7
think they 're, 7
a sonic rainboom, 7
's the matter, 7
as fast as, 7
way to go, 7
summer sun celebration, 7
like i 'm, 7
but i think, 7
you know that, 7
maybe i should, 7
have time for, 7
for you to, 7
what in tarnation, 7
that 's how, 7
how about a, 7
do n't we, 7
of the best, 7
's the most, 7
what is it, 7
she 's got, 7
we are the, 7
that was n't, 7
'll do it, 7
how 'd you, 7
talk to you, 7
find out who, 7
come with me, 7
do you wan, 7
and rainbow dash, 7
'll get the, 7
i 'll tell, 7
she did n't, 7
's not the, 7
i 'm very, 7
know you 're, 7
rainbow dash is, 7
we 're all, 7
it 's rainbow, 7
if you wan, 7
i 've learned, 7
her i found, 7
i just do, 7
all over equestria, 7
this is no, 7
'd you get, 6
they 're just, 6
's rainbow dash, 6
she 's so, 6
please do n't, 6
the running of, 6
the most amazing, 6
to be my, 6
we did it, 6
gon na happen, 6
a few days, 6
that you 're, 6
'm sorry i, 6
twists and turns, 6
trying to get, 6
it 's your, 6
to tell me, 6
one of them, 6
just got ta, 6
put 'em up, 6
but i did, 6
there 's only, 6
where 's pinkie, 6
my number one, 6
it 's about, 6
gon na prove, 6
how 's the, 6
cheer you up, 6
this year 's, 6
the cakes ', 6
na help me, 6
hang out with, 6
her what you, 6
you have n't, 6
's get this, 6
do you mean, 6
n't be able, 6
i should n't, 6
look at the, 6
to make it, 6
can we talk, 6
in no time, 6
pinkie pie and, 6
is n't she, 6
i said no, 6
just need to, 6
will be here, 6
to have a, 6
i knew it, 6
back to work, 6
you need help, 6
get away with, 6
she wo n't, 6
for all of, 6
had to do, 6
you are my, 6
to help her, 6
are the cutie, 6
proud of you, 6
to do that, 6
but if you, 6
for rainbow dash, 6
n't need to, 6
n't have a, 6
and we 'll, 6
to my friends, 6
it wo n't, 6
here i am, 6
've got the, 6
family appreciation day, 6
n't care what, 6
there 's something, 6
" mmmm ", 6
your faithful student, 6
have you done, 6
thank you for, 6
i hope you, 6
i 've just, 6
have n't seen, 6
the princess 's, 6
hop skip and, 6
get out there, 6
and i do, 6
a little more, 6
mare in the, 6
think she 's, 6
thank you thank, 6
i 'm talking, 6
if you do, 6
of course you, 6
the best place, 6
who 's a, 6
i gon na, 6
'll be a, 6
have to get, 6
we wo n't, 6
and you can, 6
you talking to, 6
is that you, 6
a little busy, 6
now i know, 6
on the other, 6
for a little, 6
the end of, 6
are you all, 6
'll excuse me, 6
of course i, 6
you 're supposed, 6
i du n, 6
did you say, 6
you 'll see, 6
how about you, 6
and pinkie pie, 6
you want me, 6
pin the tail, 6
and then we, 6
is one of, 6
is sure to, 6
think i 'll, 6
wait a minute, 6
it is to, 6
to the grand, 6
each other 's, 6
not at all, 6
we 're in, 6
i bet you, 6
i saw the, 6
one of your, 6
are you going, 6
am i gon, 6
the spirit of, 6
wan na do, 6
the finish line, 6
you thank you, 6
a pony who, 6
what to say, 6
how do we, 6
it 's no, 6
you ask me, 6
it ca n't, 6
's supposed to, 6
here in ponyville, 6
and we 're, 6
thank you twilight, 6
to get the, 6
a hop skip, 6
we 're going, 6
but what about, 6
i 'd be, 6
in the middle, 6
did n't work, 6
it 's an, 6
i was gon, 6
you are not, 6
did you do, 6
i have just, 6
it is n't, 6
to do something, 6
's nothing to, 6
n't get it, 6
maybe we should, 6
even know what, 6
come on now, 6
you and your, 6
that was a, 6
and now i, 6
're not gon, 6
is going on, 6
of the night, 6
from the future, 6
there must be, 6
and you 'll, 6
and i want, 6
need to get, 6
guess you 're, 6
that was the, 6
gon na make, 6
to make sure, 6
's not gon, 6
oh do n't, 6
n't worry about, 6
and then i, 6
rainbow dash i, 6
see you at, 6
i came to, 6
see you later, 6
there you are, 6
she 's the, 6
the only thing, 6
i just want, 6
and when i, 6
did you get, 6
n't you know, 6
it 's really, 6
'll tell you, 6
you did it, 6
now quiet now, 6
she 's been, 6
i 'll have, 6
hush now quiet, 6
what if she, 6
what have you, 6
'll save you, 5
's finish our, 5
where did they, 5
think you should, 5
n't want you, 5
i love it, 5
going to help, 5
'm talking about, 5
you really are, 5
's the last, 5
you doing here, 5
to worry about, 5
like you 're, 5
come back here, 5
" " and, 5
up to cloudsdale, 5
you can have, 5
i 'm on, 5
best place for, 5
one two three, 5
seen anything like, 5
what 's with, 5
back at the, 5
happened to you, 5
can handle it, 5
did n't see, 5
do n't see, 5
wo n't even, 5
the middle of, 5
friends " ", 5
have our cutie, 5
i know how, 5
's my birthday, 5
this is all, 5
you at the, 5
am i supposed, 5
in that case, 5
what about the, 5
does n't make, 5
of a pony, 5
've got something, 5
to take a, 5
a chance to, 5
this is just, 5
are you a, 5
up all night, 5
got ta find, 5
now that you, 5
rest of us, 5
you like it, 5
i get it, 5
to listen to, 5
tried that one, 5
back to ponyville, 5
i 'm still, 5
think i was, 5
come on out, 5
i 'll show, 5
think it 's, 5
the star swirl, 5
thought i 'd, 5
fillies and gentlecolts, 5
n't tell me, 5
's okay twilight, 5
ca n't fly, 5
not going to, 5
could i have, 5
n't mind if, 5
take a little, 5
the tail on, 5
but there 's, 5
gon na let, 5
needs to be, 5
think i can, 5
nothing to be, 5
they come from, 5
uh uh uh, 5
ca n't handle, 5
i was hoping, 5
i get to, 5
our holiday cheer, 5
ca n't let, 5
wait to hear, 5
that i can, 5
in all my, 5
my best friends, 5
you know i, 5
my very first, 5
wo n't let, 5
mind if i, 5
this afternoon ", 5
i help you, 5
if i 'm, 5
we have our, 5
or is it, 5
i hope i, 5
na be so, 5
did they come, 5
citizens of ponyville, 5
then let 's, 5
tell me what, 5
represents the spirit, 5
is just a, 5
the marzipan mascarpone, 5
back where you, 5
am going to, 5
finish our holiday, 5
prove to you, 5
i tried to, 5
thank you kindly, 5
gon na need, 5
no that 's, 5
n't believe i, 5
whoo whoo whoo, 5
let 's hear, 5
'm a little, 5
to get my, 5
be the best, 5
if you were, 5
but i need, 5
's important to, 5
we 're not, 5
out of this, 5
ca n't even, 5
some of the, 5
you care to, 5
just an old, 5
've never been, 5
going to love, 5
makes no sense, 5
are the best, 5
it is my, 5
hundred wing power, 5
i guess that, 5
why she 's, 5
froggy bottom bog, 5
of course it, 5
was trying to, 5
i mean it, 5
i want it, 5
give me a, 5
front of the, 5
how can i, 5
i wish i, 5
it 's you, 5
'm not gon, 5
i am the, 5
have you ever, 5
how are we, 5
could do it, 5
it is a, 5
have an idea, 5
sure you 're, 5
that 's great, 5
galloping gala is, 5
i-i do n't, 5
best young flyer, 5
i used to, 5
got ta shaaare, 5
why would n't, 5
for the gala, 5
glad to see, 5
what if i, 5
do n't forget, 5
that there 's, 5
if you ask, 5
tail on the, 5
i 'd say, 5
you 're marrying, 5
let 's finish, 5
i mean you, 5
ca n't go, 5
oh thank goodness, 5
if you could, 5
to do this, 5
you know this, 5
so glad you, 5
's hard to, 5
can help you, 5
so much to, 5
do a little, 5
did n't get, 5
where 'd you, 5
look like a, 5
's do this, 5
like we 're, 5
a baby dragon, 5
have to find, 5
were in the, 5
you 'll just, 5
n't believe you, 5
when i got, 5
of course she, 5
mean you 're, 5
oh that 's, 5
you 'd better, 5
be a little, 5
do you like, 5
there you go, 5
it 's too, 5
to make up, 5
they were just, 5
better than the, 5
i 'd hate, 5
why i 'm, 5
was a little, 5
just gon na, 5
that we 've, 5
i 've made, 5
wan na go, 5
i do have, 5
nothing to do, 5
the way you, 5
it 's applejack, 5
so i 'm, 5
i have an, 5
and help me, 5
'm so glad, 5
it 's important, 5
get a cutie, 5
know i know, 5
she would n't, 5
end of the, 5
is no time, 5
i wanted to, 5
think i 'm, 5
a few more, 5
're not a, 5
in a dungeon, 5
's a big, 5
the bearded wing, 5
tell you that, 5
have to wait, 5
n't want me, 5
i 'm spike, 5
to give the, 5
he 's just, 5
have the best, 5
one last thing, 5
is about to, 5
going to do, 5
all my life, 5
it 's going, 5
pinkie pie are, 5
magic of friendship, 5
and i am, 5
of my life, 5
but that does, 5
without a sister, 5
where you 're, 5
help me get, 5
where 's the, 5
n't you say, 5
one who 's, 5
'm sure she, 5
oh what a, 5
i 'm in, 5
i 've seen, 5
and i 've, 5
we 're ready, 5
you but i, 5
that i was, 5
i 'm supposed, 5
trying to tell, 5
i supposed to, 5
where am i, 5
for princess celestia, 5
she did it, 5
would you be, 5
what you 've, 5
you really should, 5
's not so, 5
'm supposed to, 5
who 's the, 5
have time to, 5
come on everypony, 5
i 'm at, 5
the hard way, 5
you 'd be, 5
've learned that, 5
you 're welcome, 5
here in the, 5
you that i, 5
it 's gon, 5
well i think, 5
see you again, 5
and that is, 5
ever since i, 5
now that i, 5
it 's been, 5
ca n't just, 5
well that was, 5
you 're okay, 5
where you began, 5
how do you, 5
as long as, 5
'm at the, 5
wo n't get, 5
i need a, 5
not so fast, 5
of you and, 5
if you had, 5
oh this is, 5
accept my apology, 5
was n't the, 5
's a lot, 5
n't like it, 5
think we 're, 5
now that we, 5
there is no, 5
'm sure it, 5
the princess will, 5
to be alone, 5
of nightmare moon, 5
that was awesome, 5
to see me, 5
to warn me, 5
heart 's desire, 5
it 's hard, 5
of the most, 5
gon na take, 5
guess it 's, 5
i made it, 5
my name is, 5
now i have, 5
i 'm really, 5
who we are, 5
if it were, 5
want to be, 5
're almost there, 5
place for me, 5
to be so, 5
n't have the, 5
you just got, 5
has n't been, 5
promise not to, 5
so what are, 5
i photo finish, 5
but you have, 5
ca n't find, 5
ask you to, 5
what does that, 5
letter to princess, 5
's just that, 5
on the pony, 5
they 'll be, 4
i 've always, 4
would you care, 4
i just know, 4
never stop the, 4
mad at me, 4
find the elements, 4
we 'll find, 4
i 'll give, 4
n't believe we, 4
it 's that, 4
i 'm pretty, 4
you may have, 4
the princess arrives, 4
to zecora 's, 4
you see what, 4
when you 're, 4
eating all the, 4
you should n't, 4
of the royal, 4
what 's gon, 4
check on the, 4
any of you, 4
pie are you, 4
just a few, 4
you 'll have, 4
shaaare you got, 4
who did it, 4
my pinkie sense, 4
that 's one, 4
first prize and, 4
i 've heard, 4
's up to, 4
runs in the, 4
look like i, 4
before the princess, 4
cup o' sour, 4
it 's what, 4
" " that, 4
na prove to, 4
'm sure you, 4
know there 's, 4
but when i, 4
but we 've, 4
's trying to, 4
gon na fall, 4
just what i, 4
get our cutie, 4
that one 's, 4
let me just, 4
you got your, 4
all the other, 4
say you 're, 4
'll take that, 4
on apple bloom, 4
i 'd rather, 4
you can help, 4
do it for, 4
it when you, 4
all about you, 4
's get out, 4
up all the, 4
applejack can we, 4
need some help, 4
who wants to, 4
" i am, 4
a love potion, 4
me in a, 4
but i 'll, 4
on this one, 4
and here 's, 4
good with animals, 4
it was your, 4
close to the, 4
what are they, 4
up the pace, 4
but i really, 4
one of those, 4
tell you to, 4
do n't tell, 4
hundred and fifty, 4
that if you, 4
tickets to the, 4
right my little, 4
afternoon " this, 4
a real problem, 4
sometimes it 's, 4
please please please, 4
need all the, 4
happened to the, 4
they 're all, 4
i think that, 4
out of it, 4
i had the, 4
wish i could, 4
to wait for, 4
for a pony, 4
well you 're, 4
way i 'm, 4
lovely to see, 4
got ta caaare, 4
me so much, 4
do n't make, 4
on the ground, 4
in the right, 4
's the perfect, 4
oh i know, 4
into the air, 4
you are so, 4
it this time, 4
a total disaster, 4
with your friends, 4
does n't have, 4
and i guess, 4
did n't think, 4
that 's quite, 4
can do this, 4
what a lovely, 4
for you and, 4
the only one, 4
that supposed to, 4
oh i do, 4
gon na eat, 4
lot of work, 4
like to be, 4
be number one, 4
you 're just, 4
the gala and, 4
we should be, 4
got to listen, 4
being a model, 4
'll never get, 4
twilight sparkle my, 4
gon na tell, 4
you all doing, 4
as in ", 4
up in the, 4
that 's when, 4
know how to, 4
i 'm fine, 4
need to go, 4
were n't for, 4
well why did, 4
i thought we, 4
got my cutie, 4
get my hooves, 4
looks like i, 4
are we doing, 4
're trying to, 4
use your wings, 4
what have i, 4
you 're from, 4
of the elements, 4
her cutie mark, 4
at sugarcube corner, 4
how 's that, 4
if i were, 4
of the way, 4
'll have the, 4
it were n't, 4
make sure that, 4
laughing at me, 4
way to get, 4
in such a, 4
let 's just, 4
we came as, 4
me it was, 4
do this the, 4
see what i, 4
a little too, 4
happy to report, 4
i would love, 4
some of my, 4
sorry but i, 4
just what you, 4
are you two, 4
a very important, 4
still ca n't, 4
i should have, 4
i am going, 4
do have a, 4
rest of the, 4
help you with, 4
ca n't possibly, 4
got a real, 4
all sorts of, 4
'd hate to, 4
n't know who, 4
gon na say, 4
really need to, 4
actually i 'm, 4
honor a pony, 4
okie dokie lokie, 4
is the first, 4
to your friends, 4
time to go, 4
you could do, 4
there 's been, 4
i 'm right, 4
came to ponyville, 4
too busy to, 4
father before him, 4
he does n't, 4
's after-birthday party, 4
the whole time, 4
's in the, 4
princess celestia will, 4
and clean up, 4
i can fix, 4
's time for, 4
to make the, 4
it 's already, 4
but this is, 4
we 're just, 4
maybe it 's, 4
in " this, 4
'm in the, 4
outfit for the, 4
well in that, 4
away with this, 4
take a letter, 4
'm sorry but, 4
i was the, 4
we 'd better, 4
i hate being, 4
's all in, 4
and you are, 4
n't mean i, 4
got ta do, 4
the art of, 4
do n't always, 4
" when somepony, 4
have much time, 4
such a good, 4
'll be the, 4
that 'll be, 4
we 're friends, 4
no rainbow dash, 4
i get a, 4
get it off, 4
does n't like, 4
what we 've, 4
out of your, 4
be afraid of, 4
to take care, 4
'll take a, 4
and fifty wing, 4
we 'll never, 4
is it a, 4
're up to, 4
it 's almost, 4
do n't let, 4
cool birthday present, 4
why are we, 4
his father before, 4
'll let you, 4
friend a pony, 4
these creatures are, 4
see what 's, 4
's all i, 4
how do i, 4
i had a, 4
ta shaaare you, 4
did n't even, 4
i 'm late, 4
you must be, 4
are you laughing, 4
you not like, 4
been trying to, 4
on rainbow dash, 4
to fix the, 4
did n't have, 4
we had to, 4
sorry i 'm, 4
comes to town, 4
look like you, 4
me into the, 4
how was the, 4
that 's your, 4
to spend time, 4
to stop and, 4
it 's up, 4
we 're getting, 4
but of course, 4
na be a, 4
you look like, 4
are you gon, 4
it 's like, 4
be my pet, 4
be such a, 4
i 'm up, 4
you get it, 4
've got it, 4
actually i have, 4
not so bad, 4
about you do, 4
think about it, 4
to pick up, 4
what do i, 4
meant to be, 4
big mac and, 4
that 's enough, 4
a good boy, 4
i was trying, 4
it 's true, 4
'll give you, 4
these little guys, 4
ready for a, 4
me to be, 4
skip and jump, 4
n't listen to, 4
look at me, 4
as a good, 4
we 're never, 4
problem at all, 4
have to start, 4
that it 's, 4
pick up the, 4
if we ca, 4
it was just, 4
you and the, 4
we need a, 4
think you just, 4
that 's too, 4
i 'll see, 4
princess celestia we, 4
a long time, 4
the last time, 4
oh you poor, 4
mean she 's, 4
do we have, 4
i just came, 4
you just have, 4
was the last, 4
only way to, 4
i can not, 4
i do not, 4
there 's an, 4
we are and, 4
now you have, 4
yes i do, 4
i forgot to, 4
the only way, 4
what you need, 4
does that mean, 4
just does n't, 4
in the star, 4
on a quest, 4
out of my, 4
leave me alone, 4
i could have, 4
need to find, 4
by the end, 4
you got me, 4
right here at, 4
even better than, 4
's the best, 4
sorry about that, 4
a pony with, 4
warn me about, 4
of the day, 4
i still ca, 4
up a bit, 4
use your help, 4
do you really, 4
thank you all, 4
i mean that, 4
earn our cutie, 4
i can tell, 4
you simply must, 4
and his father, 4
in a few, 4
captain of the, 4
are going to, 4
he 's not, 4
i can find, 4
thank you applejack, 4
n't mean you, 4
we can find, 4
going to the, 4
from now on, 4
i were you, 4
i 'm doing, 4
and i was, 4
never heard of, 4
fifty wing power, 4
you should be, 4
where is it, 4
one hundred percent, 4
a little something, 4
does n't need, 4
and of course, 4
who i am, 4
'll never be, 4
whatever it is, 4
an awful lot, 4
" i 'm, 4
na do it, 4
spend time with, 4
of rainbow dash, 4
10.0 wing power, 4
wan na talk, 4
anything i can, 4
enough for this, 4
help me find, 4
am so sorry, 4
i dare you, 4
know you 'll, 4
simply can not, 4
as it is, 4
we could be, 4
for a change, 4
a thousand years, 4
have to help, 4
just make it, 4
wait for me, 4
the whole thing, 4
a part of, 4
in for a, 4
sure i can, 4
've been trying, 4
got a lot, 4
on your own, 4
look at these, 4
you believe it, 4
know what we, 4
not scientifically possible, 4
and the princess, 4
to stay in, 4
was just an, 4
i was thinking, 4
wan na read, 4
i know who, 4
maybe she 's, 4
wanted to be, 4
is the only, 4
does n't sound, 4
've tried everything, 4
in good fun, 4
come on rainbow, 4
before him and, 4
come on in, 4
place to be, 4
could make it, 4
i think this, 4
love to see, 4
me when i, 4
off more than, 4
cutie mark crusader, 4
best baker ever, 4
all kinds of, 4
no problem at, 4
come on fluttershy, 4
the game is, 4
what i 've, 4
it 's as, 4
i could think, 4
princess celestia is, 4
a brand new, 4
n't want any, 4
happy birthday spike, 4
to the wedding, 4
i mean she, 4
we may have, 4
of equestria is, 4
put me down, 4
for helping me, 4
looks like a, 4
unicorn in all, 4
but what if, 4
hole in the, 4
i got a, 4
i must say, 4
you got a, 4
and what are, 4
that pony is, 4
it 's fine, 4
me a break, 4
since i was, 4
this is what, 4
did you find, 4
hip hip hooray, 4
all over the, 4
got ta come, 4
to get out, 4
you talking about, 4
na be late, 4
new baby bunnies, 4
like her mane, 4
you ready for, 4
so it 's, 4
shining armor 's, 4
you were n't, 4
you can make, 4
stop the journey, 4
to be in, 4
and big mac, 4
you know it, 4
my dear twilight, 4
how would you, 4
into the forest, 4
n't you fret, 4
think we can, 4
have to stop, 4
had to make, 4
you and you, 4
in the first, 4
make up for, 4
there it is, 4
it was you, 4
why do you, 4
as well as, 4
me i 've, 4
is such a, 4
i can be, 4
all the food, 4
i just got, 4
well do n't, 4
that 's exactly, 4
if i had, 4
gummy 's after-birthday, 4
a pony could, 4
here 's the, 4
this over with, 4
rainbow dash what, 4
do you say, 4
time to get, 4
i love to, 4
just because you, 4
i saw a, 4
and i just, 4
the earth ponies, 4
we 're on, 4
this is not, 4
'll get a, 4
yes of course, 4
i have some, 4
i 've already, 4
but we have, 4
up with the, 4
'll be able, 4
gala is the, 4
n't this exciting, 4
it 's over, 4
quiet now it, 4
the new baby, 4
you and i, 4
rainbow dash just, 4
find a way, 4
three of us, 4
want to do, 4
knew you could, 4
it did n't, 4
as i can, 4
anything about friendship, 4
you think we, 4
what 's up, 4
and you need, 4
guest of honor, 4
n't worry twilight, 4
n't know if, 4
to experience the, 4
they 've got, 4
in the canterlot, 4
what have we, 4
but rainbow dash, 4
n't have much, 4
i think they, 4
wo n't believe, 4
the best baker, 4
to take your, 4
n't be the, 4
you reach your, 4
when i do, 4
all the new, 4
i ai n't, 4
no i 'm, 4
no way i, 4
i just had, 4
but it was, 4
