sequence, count
IN RB, 4959
RB CC, 4957
JJ TO, 4807
VBP VBG, 4787
IN CD, 4713
VBN DT, 4480
VBZ PRP, 4401
CC IN, 4354
VBN NN, 4319
NN WDT, 4315
DT VBZ, 4275
PRP TO, 4262
VBG PRP$, 4246
TO PRP$, 4224
JJ RB, 4147
JJ VBD, 4096
CD IN, 4075
NN WRB, 4067
VBG PRP, 4040
NNS TO, 4028
VBP TO, 3986
WP VBD, 3946
VBZ VBN, 3912
VBP NN, 3848
VBN RB, 3837
VBG RB, 3789
VBZ NN, 3740
NN WP, 3689
PRP CC, 3631
DT IN, 3572
WP VBZ, 3548
NNS VBG, 3523
VBD CC, 3498
RB VBP, 3494
PRP NN, 3468
VBZ VBG, 3459
CC PRP$, 3368
VBD NNS, 3255
NNS PRP, 3252
TO PRP, 3213
JJ PRP, 3199
WRB NN, 3171
RB VBZ, 3120
NNS NN, 3107
WDT VBD, 3102
VBN PRP, 3082
VBG RP, 2988
POS JJ, 2902
PDT DT, 2859
VB NNS, 2820
PRP JJ, 2762
VBG NNS, 2758
VBZ PRP$, 2736
DT VBD, 2714
VBG JJ, 2694
PRP RP, 2644
DT RB, 2637
PRP VBG, 2635
POS NNS, 2588
NNS MD, 2583
VB VB, 2577
CD JJ, 2568
CC VBG, 2554
NN PRP$, 2533
DT CD, 2521
MD PRP, 2493
VBZ TO, 2472
VBN RP, 2337
VB CC, 2330
NN VB, 2329
IN TO, 2323
NNS DT, 2310
VB WP, 2285
NNS VBN, 2263
JJR IN, 2241
WP PRP, 2214
VBN JJ, 2208
CD DT, 2200
EX VBD, 2187
JJS NN, 2184
VB VBG, 2183
VBP NNS, 2174
NNS JJ, 2139
JJ DT, 2125
DT JJS, 2108
RP PRP$, 2087
NNS NNS, 2008
WRB DT, 2001
WRB JJ, 1958
VBP PRP$, 1939
DT VBG, 1920
VBN PRP$, 1916
VBN CC, 1905
TO NN, 1902
WP VBP, 1894
JJ CD, 1890
JJ MD, 1839
VBN VBN, 1811
PRP PRP, 1798
VBD CD, 1793
VB WRB, 1776
JJ VBG, 1775
VBZ RP, 1754
JJR NN, 1729
EX VBZ, 1703
CC VBZ, 1697
RB CD, 1682
RB PRP$, 1677
NN :, 1637
VBN VBG, 1626
VB VBD, 1619
MD VBN, 1562
CC VBN, 1543
WDT VBZ, 1543
VBN NNS, 1522
DT PRP, 1483
IN CC, 1410
RP RB, 1363
WRB VBP, 1314
NNS WDT, 1303
RB NNS, 1298
IN WP, 1240
DT JJR, 1240
VBD VB, 1204
PRP NNS, 1202
RB WRB, 1201
JJ VBZ, 1196
CC WRB, 1191
RP NN, 1188
WP NN, 1171
WP MD, 1165
RB MD, 1163
NNS POS, 1130
CD CD, 1126
NNS WP, 1124
WRB MD, 1109
VB VBP, 1084
VBD WRB, 1071
VBD VBD, 1065
NN RP, 1051
VBG CC, 1039
WRB VBD, 1031
VBP RP, 1014
CD PRP, 1000
PRP$ IN, 987
CD RB, 977
RP TO, 948
VBP VBP, 940
JJ PRP$, 931
VB CD, 925
VBP VBD, 923
RBR JJ, 922
RP CC, 919
IN JJS, 917
CC VBP, 916
VBG VBN, 908
IN PDT, 894
CC CD, 880
DT DT, 873
DT VBN, 872
VBP VB, 836
NN '', 819
JJ VBN, 808
IN WRB, 798
VBD JJR, 790
CD CC, 787
WP IN, 787
VBZ WRB, 785
NNS VBZ, 781
JJR NNS, 780
WP DT, 773
VBZ NNS, 770
POS VB, 767
RB WP, 766
NNS RP, 760
DT MD, 749
VB MD, 746
IN VBN, 745
RB RBR, 737
NNS VB, 729
WDT NN, 727
DT VBP, 723
VBD WP, 717
JJS IN, 717
NNS WRB, 717
RB JJR, 715
CC WP, 712
VBZ CD, 707
VB JJR, 706
RBS JJ, 705
NN EX, 703
IN EX, 691
PRP$ JJS, 685
WRB VBZ, 682
PRP WRB, 679
: NN, 677
VBZ WP, 677
NNS PRP$, 672
WRB TO, 666
VBP CD, 662
DT PRP$, 654
VBN VBD, 649
VB POS, 648
IN VBD, 645
: DT, 644
JJ WRB, 631
PRP VBN, 629
PRP$ RB, 627
CD VBD, 626
PRP$ VBG, 618
WRB RB, 617
RP JJ, 615
VBZ VBD, 603
WDT MD, 601
RB EX, 591
TO JJ, 590
VBZ VBP, 588
WRB PRP$, 583
RBR IN, 583
WDT VBP, 576
JJS NNS, 576
NNS CD, 569
PRP$ CC, 568
PRP PRP$, 561
CC EX, 549
: CC, 547
VBP CC, 544
JJ VB, 534
NNS :, 527
VBP WP, 522
DT RBS, 511
VBD RBR, 510
CC MD, 503
RP VBG, 494
PRP CD, 488
VBG VBG, 481
IN JJR, 471
MD DT, 468
NN RBR, 464
TO VBG, 460
EX VBP, 459
NN JJR, 451
DT CC, 447
JJ :, 445
: RB, 443
VBZ JJR, 443
UH NN, 442
VBZ VB, 440
TO NNS, 435
: IN, 431
: PRP, 426
VBP WRB, 414
RP NNS, 404
IN WDT, 400
WDT PRP, 394
VBN CD, 382
IN VBZ, 381
DT RBR, 380
POS RB, 378
PRP WP, 374
WRB NNS, 372
JJ JJR, 370
CC TO, 366
RB :, 363
CC JJR, 361
VBZ CC, 356
VBP VBZ, 354
JJR JJ, 354
: JJ, 349
WP RB, 343
VBD EX, 342
PRP$ DT, 339
VBG CD, 338
TO CD, 336
JJR CC, 335
VBP POS, 335
VBP MD, 332
VBG VBD, 328
EX MD, 326
WP TO, 325
PRP JJR, 312
PRP$ TO, 311
CD JJR, 306
JJS JJ, 306
TO RB, 303
DT VB, 296
POS VBG, 295
VBD PDT, 294
VBP JJR, 293
RP PRP, 291
'' NN, 290
VB VBZ, 289
RBR RB, 286
VBG WRB, 283
JJR TO, 277
PRP :, 271
WRB IN, 271
RBR NN, 268
JJ WP, 266
DT TO, 263
RB RP, 262
VBN WRB, 259
WP JJ, 259
PRP$ PRP, 257
CD TO, 256
PRP$ CD, 255
VB PDT, 254
CD VBP, 254
POS IN, 245
MD IN, 244
NNS RBR, 239
IN VB, 236
RB POS, 235
POS JJS, 228
WDT RB, 227
POS DT, 225
CD VBZ, 224
CD WRB, 222
EX PRP, 218
VBG WP, 218
MD NN, 215
WRB VB, 214
CD VBG, 213
DT WP, 212
JJ POS, 211
MD VBD, 208
RBR CC, 208
VBZ VBZ, 207
POS VBN, 205
VBG JJR, 205
JJS PRP, 201
WP VB, 195
RP WP, 191
IN MD, 189
RP WRB, 189
IN VBP, 188
PRP '', 188
PRP$ JJR, 184
RP CD, 183
VB :, 178
NN PDT, 176
VBG VB, 175
CD MD, 173
WP PRP$, 173
: VBD, 170
CC RBR, 170
RP VBD, 165
VBN VBP, 163
POS CC, 162
PRP$ VBD, 161
RB PDT, 160
VBN PDT, 158
PRP EX, 158
FW NN, 155
JJR RB, 155
PRP$ VBN, 153
VB RBR, 152
JJS DT, 151
CC JJS, 151
MD CC, 150
VBP EX, 149
PRP WDT, 147
CD WDT, 147
VBP PDT, 146
UH DT, 144
VBD VBZ, 144
MD TO, 144
NNP NN, 143
RBR NNS, 142
VB WDT, 142
VBN VB, 142
JJR DT, 139
VBD :, 137
VB '', 135
WP$ NN, 135
VBD VBP, 134
CC PDT, 133
TO IN, 133
EX IN, 133
VBN WP, 129
VBZ EX, 129
VBD MD, 129
VBZ MD, 128
WP NNS, 127
NN JJS, 127
VBN JJR, 127
: VB, 127
VB EX, 125
VBN VBZ, 125
SYM :, 122
NN WP$, 122
WRB POS, 122
'' JJ, 121
VBN RBR, 120
JJ '', 120
JJ WDT, 120
DT WDT, 118
VBN :, 118
NN FW, 116
TO WRB, 115
POS PRP$, 115
NNS JJR, 115
VBZ RBR, 113
JJS RB, 112
JJ RP, 112
CD PRP$, 111
'' PRP, 111
EX DT, 109
CD VBN, 109
VBG VBZ, 109
JJS CD, 108
PRP PDT, 108
POS VBD, 108
IN NNP, 108
TO WP, 107
CD WP, 105
WDT IN, 105
VBG PDT, 103
VBZ PDT, 103
RBR PRP, 103
WDT DT, 103
UH PRP$, 102
MD VBP, 102
EX RB, 102
JJR PRP, 101
POS PRP, 101
EX NN, 100
NNP POS, 99
: PRP$, 98
DT RP, 98
NNS EX, 98
VBD JJS, 97
WDT JJ, 97
RBR DT, 97
VBP :, 96
PDT PRP$, 95
: NNS, 94
DT '', 94
PRP$ WRB, 94
'' IN, 93
NN NNP, 93
VBN POS, 93
IN FW, 92
PRP$ MD, 92
WDT NNS, 91
DT POS, 91
PRP RBR, 91
UH NNS, 90
PRP$ PRP$, 90
MD PRP$, 88
POS JJR, 87
PRP$ VBZ, 87
NN SYM, 86
IN '', 85
JJ EX, 84
IN :, 84
NN UH, 84
POS CD, 84
WRB CC, 84
: VBG, 83
WRB EX, 83
MD CD, 82
VBN EX, 82
TO CC, 81
JJR VB, 80
VBP '', 79
VBG RBR, 79
DT WRB, 79
'' VBD, 78
RB '', 78
DT :, 78
JJS TO, 77
CC WDT, 77
'' DT, 77
NNP VBD, 76
VBN MD, 74
RBR VBG, 74
RBR TO, 73
PRP JJS, 72
JJS CC, 71
CD EX, 70
VBG VBP, 69
VBD RBS, 68
CD POS, 68
RBS NN, 68
CC :, 67
RBR VB, 67
PRP$ RP, 67
$ CD, 67
VB JJS, 66
VBD '', 65
RBR VBD, 65
RB JJS, 65
WRB CD, 65
JJ JJS, 64
CD :, 64
JJR VBD, 63
EX VBG, 63
FW VBD, 63
WRB VBG, 63
EX CC, 62
: VBP, 61
VBP WDT, 60
UH PRP, 59
RP VB, 59
VBN '', 59
VBZ :, 58
NN RBS, 58
RB WDT, 57
JJ FW, 57
: WRB, 57
WP$ NNS, 56
FW FW, 55
UH JJ, 55
POS RP, 55
: CD, 54
VBZ RBS, 54
PRP$ WP, 53
JJ UH, 53
PRP POS, 51
JJS VBD, 51
RP RP, 50
JJS VB, 50
JJR VBG, 50
VBP RBR, 50
IN RBR, 49
: TO, 49
VBD POS, 48
RBS RB, 48
: WP, 48
WRB VBN, 48
MD POS, 47
FW DT, 47
VBG MD, 47
CC CC, 47
VBG :, 47
IN $, 47
EX JJ, 46
VBD WDT, 45
VBG '', 45
WDT VB, 45
IN RP, 45
VBG WDT, 45
: WDT, 44
VBG POS, 44
: VBN, 44
VBN JJS, 44
RP VBN, 44
PRP$ RBS, 44
DT EX, 43
UH UH, 43
TO PDT, 42
VBZ WDT, 42
JJ PDT, 42
VBD UH, 41
JJ NNP, 41
'' NNS, 41
NNS PDT, 41
WRB PDT, 40
NNS WP$, 40
IN POS, 40
MD VBZ, 39
POS VBZ, 39
MD VBG, 39
VBG EX, 37
CC NNP, 37
POS RBS, 36
CD VB, 36
RP PDT, 36
VBZ POS, 36
PRP$ :, 35
: VBZ, 35
'' RB, 34
WDT PRP$, 34
PDT IN, 33
DT FW, 33
WP$ JJ, 33
RBS NNS, 33
MD JJ, 32
VBD NNP, 32
JJR WRB, 32
CD JJS, 32
VBP JJS, 31
: :, 31
POS MD, 31
EX POS, 31
: MD, 31
JJR PRP$, 31
FW PRP$, 30
VBG JJS, 30
JJR RP, 30
EX NNS, 30
CC RBS, 30
DT NNP, 30
JJ RBS, 29
VBZ JJS, 29
WDT CD, 29
RP VBZ, 29
RB NNP, 28
'' CC, 28
VB FW, 28
JJR CD, 28
RP :, 28
WRB WRB, 28
TO WDT, 27
RP RBR, 27
UH WRB, 27
UH RB, 27
JJS PRP$, 26
TO MD, 26
JJS VBG, 26
RBS IN, 26
JJ RBR, 26
EX VB, 25
NNP VBZ, 25
PRP$ VB, 25
MD :, 25
JJR VBZ, 25
MD NNS, 24
JJR MD, 24
UH VB, 24
NNS JJS, 24
PRP RBS, 24
PRP FW, 24
JJS VBP, 23
RBR PRP$, 23
JJS VBZ, 23
WP CC, 23
TO VBD, 23
RBR WRB, 22
RP MD, 22
'' TO, 22
WDT TO, 22
MD WDT, 22
RBR VBN, 22
PRP$ VBP, 22
RP '', 22
NNP RB, 21
RP VBP, 21
'' VBZ, 21
VB NNP, 21
FW NNS, 21
RP JJR, 21
VBP RBS, 21
WDT POS, 21
WP VBG, 20
'' VB, 20
POS TO, 20
POS WRB, 19
MD MD, 19
MD WP, 19
TO :, 19
RB RBS, 19
PRP$ WDT, 19
RBS VBD, 18
NNS RBS, 18
JJR :, 18
'' VBN, 18
TO JJR, 18
RBR VBP, 17
'' VBP, 17
JJS VBN, 17
JJR VBN, 17
WP CD, 17
TO VBN, 16
WRB WP, 16
PRP$ EX, 16
MD RBR, 16
: EX, 16
: JJR, 16
RBS TO, 15
FW RB, 15
VBN WDT, 15
DT NNPS, 15
RP JJS, 15
WP :, 15
VB UH, 15
WP RBR, 15
NNP JJ, 15
NNP MD, 15
TO TO, 15
CD PDT, 14
UH TO, 14
JJR VBP, 14
POS VBP, 14
WRB :, 14
MD WRB, 14
RBS VB, 14
RP WDT, 14
VB RBS, 14
NNS NNP, 13
FW PRP, 13
JJS WRB, 13
CC WP$, 13
NNP NNP, 13
SYM NN, 13
RBR MD, 12
NNP CC, 12
RBR VBZ, 12
VBZ '', 12
CC UH, 12
JJR JJR, 12
JJS RBS, 12
CD RBS, 11
RP POS, 11
: UH, 11
TO VBZ, 11
FW VBZ, 11
FW VB, 11
FW JJ, 11
EX VBN, 11
WRB JJS, 11
EX PRP$, 11
POS :, 11
'' PRP$, 11
CD '', 11
WRB '', 11
POS WP, 10
WP JJR, 10
UH IN, 10
UH VBN, 10
WP WP, 10
: PDT, 10
JJR RBR, 10
'' CD, 10
DT PDT, 10
JJS JJS, 10
JJ WP$, 10
JJS EX, 10
CC '', 10
VBN NNP, 10
JJR WP, 10
JJS MD, 10
RBS PRP, 9
TO JJS, 9
POS PDT, 9
NNP NNS, 9
WDT EX, 9
NNS FW, 9
FW CC, 9
EX WRB, 9
PRP$ PDT, 9
JJR EX, 9
RBS VBN, 9
RP EX, 8
WP POS, 8
CC POS, 8
JJR POS, 8
POS '', 8
'' VBG, 8
PRP$ FW, 8
IN RBS, 8
FW VBN, 8
CD RP, 8
UH CC, 8
VB WP$, 8
VBZ NNP, 8
PRP$ '', 8
'' WP, 8
JJS WDT, 8
PRP NNP, 8
EX CD, 8
PRP$ RBR, 7
NNP VBP, 7
: RBR, 7
WDT WRB, 7
'' WRB, 7
WP PDT, 7
CD WP$, 7
RBS DT, 7
FW IN, 7
RB UH, 7
JJS :, 7
POS EX, 7
EX TO, 7
TO VBP, 7
WP EX, 6
WP '', 6
CC RP, 6
WP WDT, 6
WDT VBG, 6
PRP$ POS, 6
: JJS, 6
RBS VBG, 6
'' WDT, 6
EX WP, 6
CC FW, 6
VBP UH, 5
EX :, 5
MD EX, 5
'' RP, 5
TO RBR, 5
FW POS, 5
UH WP, 5
WRB RBR, 5
RBR WP, 5
MD '', 5
PDT RB, 5
IN WP$, 5
WP RP, 5
VBD $, 5
WDT :, 5
TO '', 5
VBG FW, 5
RBR RP, 5
NNPS DT, 5
VBD FW, 5
RBS VBP, 5
WRB JJR, 5
WRB WDT, 5
NNP PRP$, 4
WDT CC, 4
NNP IN, 4
EX '', 4
VBD SYM, 4
UH VBD, 4
RBR RBR, 4
NNPS VBD, 4
UH EX, 4
TO POS, 4
EX WDT, 4
'' EX, 4
VBZ UH, 4
RBR '', 4
POS RBR, 4
EX EX, 4
TO NNP, 4
MD RBS, 4
POS POS, 4
IN SYM, 4
WP JJS, 4
SYM JJ, 4
UH VBG, 4
FW VBG, 3
NNS SYM, 3
WDT JJR, 3
'' POS, 3
VBP FW, 3
VBG NNP, 3
JJR PDT, 3
PRP WP$, 3
FW VBP, 3
JJR '', 3
VBZ $, 3
NNP PRP, 3
RBS CC, 3
WDT PDT, 3
VBN RBS, 3
NNPS VBP, 3
JJS POS, 3
WDT JJS, 3
UH VBP, 3
JJS WP, 3
WDT WDT, 3
JJS RP, 3
NNP :, 3
VBZ FW, 3
POS WDT, 3
WDT RP, 3
RBS NNP, 3
'' JJR, 3
NNP VB, 3
PDT WDT, 3
FW CD, 3
JJS PDT, 2
PDT PRP, 2
NNP CD, 2
VBP SYM, 2
CD FW, 2
WP$ VBG, 2
MD JJR, 2
FW JJR, 2
UH PDT, 2
VBP WP$, 2
VBN FW, 2
FW WP, 2
CC $, 2
UH :, 2
CC SYM, 2
VB SYM, 2
LS RB, 2
CD $, 2
VBD WP$, 2
JJR JJS, 2
RBS VBZ, 2
FW MD, 2
RBR CD, 2
DT UH, 2
RB SYM, 2
JJS JJR, 2
LS :, 2
RBS CD, 2
WRB FW, 2
JJR WDT, 2
EX JJR, 2
NNS '', 2
RBR WDT, 2
'' MD, 2
: WP$, 2
NNP DT, 2
VBG RBS, 2
VBN WP$, 2
UH MD, 2
MD RP, 2
IN UH, 2
RP NNP, 2
WRB RP, 2
RB FW, 2
PRP SYM, 2
SYM DT, 2
NN $, 2
EX PDT, 2
RBR :, 2
CD RBR, 2
: POS, 2
NNS UH, 2
WP$ MD, 2
VBZ SYM, 2
: RP, 2
VBG SYM, 2
RB WP$, 2
EX NNP, 1
JJ SYM, 1
JJ $, 1
DT $, 1
FW PDT, 1
RP $, 1
VBN SYM, 1
$ RP, 1
$ PDT, 1
VBZ WP$, 1
'' JJS, 1
NNP RP, 1
LS WP, 1
: '', 1
PRP UH, 1
WDT VBN, 1
WRB UH, 1
NNP WP, 1
SYM VBZ, 1
DT SYM, 1
: RBS, 1
VBN UH, 1
VBZ NNPS, 1
WP$ VBD, 1
'' UH, 1
FW RP, 1
TO RP, 1
'' :, 1
RBR EX, 1
NNPS VBG, 1
UH VBZ, 1
NNPS MD, 1
NNP '', 1
WP$ RB, 1
NNPS WRB, 1
RBS WP, 1
LS PRP, 1
: SYM, 1
CD SYM, 1
RBS JJR, 1
: NNP, 1
WDT FW, 1
RBS :, 1
NNPS NN, 1
LS NN, 1
RBS WRB, 1
SYM RB, 1
FW SYM, 1
'' PDT, 1
PDT JJ, 1
RP FW, 1
UH NNP, 1
WP WRB, 1
PDT NNS, 1
DT WP$, 1
UH CD, 1
FW '', 1
JJ NNPS, 1
RBR WP$, 1
POS NNP, 1
SYM NNS, 1
RBR POS, 1
SYM PDT, 1
POS $, 1
WDT WP, 1
NNP FW, 1
UH '', 1
EX RBR, 1
UH RBR, 1
WP VBN, 1
NNPS IN, 1
WP NNP, 1
WP$ CD, 1
UH RBS, 1
SYM VB, 1
WRB RBS, 1
WP$ JJS, 1
JJR FW, 1
WP$ JJR, 1
'' RBR, 1
FW WRB, 1
RBS '', 1
VBG WP$, 1
